"Hehehe...<kgwait> Look at you!<kgwait> All beat up and still protecting the halls from nothing! How ya doing, Crutches?","Hehehe...<kgwait> Şu haline bak!<kgwait> Bu kadar hırpalanmana rağmen hala koridorları hiçbir şeyden koruyorsun! Nasılsın, koltuk değneği?"
I'm- *gulp*<kgwait> I'm okay. <kgwait>They say that I might regain the use of my eye in a few decades.,Ben... *yutkunma*<kgwait> İyiyim. <kgwait>Birkaç on yıl içinde gözümü tekrar kullanabileceğimi söylüyorlar.
"Well, how about that!<kgwait> You handled the ole mop better than most. I should buy you a beer.",Vay be!<kgwait> O yaşlı paspasa çoğu kişiden daha iyi dayandın. Sana bir bira ısmarlamalıyım.
That's not necessary. Doing my civic duty is enough.,Buna gerek yok. Vatandaşlık görevimi yapmam yeterli.
Hmmm... I definitely shoulda hit you harder-<kgwait> Oh!<kgwait> Look who's here! My little diplomat!<kgwait> How're things with Linda?,Hmmm... Kesinlikle sana daha sert vurmalıydım-<kgwait> Oh!<kgwait> Bakın kim gelmiş! Küçük diplomatım!<kgwait> Linda'yla işler nasıl?
She wants meat.,Et istiyor.
"I see!<kgwait> Hehehe. Hey, Crutches!<kgwait> I gotta job for y-","Anladım!<kgwait> Hehehe. Hey, Koltuk değneği!<kgwait> Senin için bir işim var..."
Uh-<kgwait> I gotta go monitor the bathroom! Lots to be monitored in there!<kgwait> Bye!,Uh-<kgwait> Banyoyu kontrol etmem gerek! Orada kontrol edilecek çok şey var!<kgwait> Hoşça kalın!
Wow! Kid can really move despite his disability. So inspirational.,Vay canına! Çocuk engeline rağmen gerçekten iyi hareket ediyor. İlham verici.
A real feel-good story.,Gerçekten mutluluk veren bir hikaye.
"Anyway, I'm not about to hunt him down.<kgwait> You said the ole gal wants meat?","Neyse, onu avlayacak değilim.<kgwait> Yaşlı kızın et istediğini mi söylemiştin?"
There's a fish in the classroom.,Sınıfta bir balık var.
"Perfect!<kgwait> Hop to it, kid! I'll meet ya after the bell rings.",Harika!<kgwait> İşe koyul çocuk! Zil çaldıktan sonra görüşürüz.
(Hop to it.),(İşe koyul.)
Go get that fish so I can get my arm back! I got work to do today.,Gidip o balığı al ki kolumu geri alabileyim! Bugün yapmam gereken işler var.
Right.,Doğru.
Still working on that.,Hala üzerinde çalışıyorum.
Then what are you doing here?!<kgwait> Go on! Git!,O zaman burada ne yapıyorsun?!<kgwait> Hadi! Git!
(Git.),(Git.)
"Alright, kid!<kgwait> Cough it up! Where's my arm?!","Tamam, çocuk!<kgwait> Söyle bakalım! Kolum nerede?!"
Here you go... Dad.,Al bakalım... Baba.
"I'm sorry, Dad.",Üzgünüm baba.
Keep talking like that and I'll run out on you like I did my last kid.,"Böyle konuşmaya devam edersen, tıpkı geçen çocuğuma yaptığım gibi seni de terk ederim."
So no arm?,Yani kol yok mu?
No arm.,Yok.
"Wow, you're a bigger disappointment than my last kid! You know what that means!","Vay canına, sen son çocuğumdan bile daha büyük bir hayal kırıklığısın! Bunun ne anlama geldiğini biliyorsun!"
A mop beating?,Bir paspas dayağı mı?
A mop beating!,Bir paspas dayağı!
I hate being right.,Haklı olmaktan nefret ediyorum.
Probably for the best.,Muhtemelen en iyisi bu.
"There! It's a bit of a hack job, but I'm a bit of a hack so it all works out.",İşte! Biraz amatörce bir iş ama ben de biraz amatörüm. Bu yüzden her şey yolunda.
Sorta happy to help.,Yardımcı olduğum için mutluyum.
Good! Cause we're not done yet!,Güzel! Çünkü henüz bitmedi!
We're not?,Bitmedi mi?
Nope! We gotta finish the job. We gotta kill Linda!,Hayır! İşi bitirmemiz gerek. Linda'yı öldürmeliyiz!
Why?,Neden?
Cause she's a danger to all you tasty little children!,"Çünkü o, sizin gibi lezzetli küçük çocuklar için bir tehlike!"
Poor word choice.,Kelimelerini kötü seçtin.
So are you.,Senin için de öyle.
"Yeah, it's one of those 'takes one to know one' things. ","Evet, bu ""kişi kendinden bilir işi"" şeylerinden biri."
"I'm a janitor, not a languager!","Ben temizlikçiyim, dilci değil!"
How do we kill her?,Onu nasıl öldüreceğiz?
Same way I kill anything around here! With my mop! Only problem is the damn reptile broke it this morning. I need a new one from the armory.,"Buralarda her şeyi nasıl öldürüyorsam öyle! Paspasımla! Tek problemimiz şu ki, o lanet sürüngen bu sabah paspasımı kırdı. Cephanelikten yenisini almam gerek."
Armory?,Cephanelik mi?
"Okay, technically it's the janitor's closet, but you get the gist.","Tamam, teknik olarak orası temizlikçi odası ama ne demek istediğimi anladın."
So go get one.,O zaman gidip al.
Yeah... <kgwait>about that. Linda kinda took my key as her spoil of war.,Evet... <kgwait>şöyle ki. Linda bir bakıma savaş ganimeti olarak anahtarımı aldı.
And your mop.,Ve paspasını.
"Yeah, she got that too.","Evet, onu da aldı."
And your arm.,Ve kolunu.
She's gonna get my 'son' too if you don't shut up and help me.,"Eğer susup bana yardım etmezsen, o benim 'oğlumu' da alacak."
How do we get the key?,Anahtarı nasıl alabiliriz?
The new principal should have a spare. I saw him head into the latrine before I suddenly adopted you.,Yeni müdürün bir yedeği olmalı. Seni aniden evlat edinmeden önce tuvalete doğru gittiğini gördüm.
So go get it.,E gidip ondan alsana.
"I would, but unlike you I actually have a job. Got some messes to clean up for the new boss.",Alırdım. Ama senin aksine benim bir işim var. Yeni patron için temizlemem gereken pislikler var.
So what do I do?,Peki ben ne yapacağım?
Just go into the bathroom and ask him where he keeps his spare. I'll be in the office taking care of business.,Sadece tuvalete git ve yedek anahtarları nerede tuttuğunu sor. Ben ofiste işlerimi hallediyor olacağım.
"Have a good day at work, Dad.","İyi çalışmalar, baba."
This is easily the most ridiculous thing to ever happen to me.,"Bu, başıma gelen en saçma şey."
Your arm got eaten today.,Bugün kolun yendi.
What's wrong?,Problem nedir?
"Okay, fine.<kgwait> This is the SECOND most ridiculous thing. ","Tamam, tamam.<kgwait> Bu İKİNCİ en saçma şey."
I can't get into my closet with the key we got earlier. It must be for something else.,Daha önce aldığımız anahtarla dolabıma giremiyorum. Başka bir yer için olmalı.
So why are we here?,Peki neden buradayız?
Apparently the teacher who used to be in this classroom got promoted to janitor yesterday. New boss said he should have a key.,Görünüşe göre bu sınıftaki öğretmen dün temizlikçiliğe terfi etmiş. Yeni patron onda anahtar olması gerektiğini söyledi.
And the door is locked.,Ve kapı kilitli.
Bingo.<kgwait> I'm gonna keep banging on this door.<kgwait> Why don't you see if there's another way inside.,Bildin.<kgwait> Ben kapıyı çalmaya devam edeceğim.<kgwait> Sen de içeri girmenin başka bir yolu olup olmadığına bak.
I'll see what I can do.,Ne yapabileceğime bakacağım.
Well?<kgwait> Did you find a way in?<kgwait> Did you get the key?,Ee?<kgwait> İçeri girmenin bir yolunu buldun mu?<kgwait> Anahtarı aldın mı?
I got it.,Evet.
Still working on that.,Üzerinde çalışıyorum.
"Well, color me impressed, kid!<kgwait> We'll get that lizard yet!<kgwait> To the armory!","Vay canına, çok etkilendim çocuk!<kgwait> O kertenkeleyi de göndereceğiz bakalım!<kgwait> Haydi cephaneliğe!"
(To the armory.),(Cephaneliğe.)
"Woah, woah, woah!<kgwait> Where do you think you're going?!<kgwait> You still gotta get me that key!","Hop, hop, hop!<kgwait> Nereye gittiğini sanıyorsun?!<kgwait> Hala bana o anahtarı getirmen gerek."
Oh yeah. ,Ah doğru.
"Jeez, Ms. Bazongadongas... <kgwait>*huff*<kgwait> I always knew you'd be hefty if I had to dispose of you, but this is a little *huff*<kgwait> egregious.","Aman Tanrım, Bayan Çiftebazuka... <kgwait>*huff*<kgwait> Senden kurtulmak zorunda kalmanın çok zorlu olacağını hep biliyordum ama bu biraz *huff*<kgwait> aşırı."
"Well, well, well!<kgwait> Look who it is!<kgwait> A couple of Linda lovers!<kgwait> Hope you've said goodbye to the giant gecko cause she's gonna look like ole Applegate here when I'm done with her!","Vay, vay, vay!<kgwait> Bakın kimler varmış!<kgwait> Bir çift Linda aşığı!<kgwait> Umarım dev timsaha veda etmişsinizdir. Çünkü onunla işim bittiğinde o da tıpkı bizim Applegate'e benzeyecek!"
"We're gonna save Linda! Just you watch!<kgwait> C'mon, kid! Let's get back to lunch.",Linda'yı kurtaracağız! İzle ve gör!<kgwait> Hadi çocuk! Öğle yemeğine geri dönelim.
Right behind you.,Hemen arkandayım.
*huff*<kgwait> Just a little further.<kgwait>*huff*<kgwait>Aw you're bleeding everywhere...<kgwait> Great.<kgwait> More work for the ole janitor.,"*huff*<kgwait> Biraz daha.<kgwait>*huff*<kgwait>Ah, her yerin kanıyor...<kgwait> Harika.<kgwait> Yaşlı temizlikçi için daha fazla iş."
(Let him drag the body.),(Cesedi sürüklemesine izin ver.)
I knew she'd have a lot of blood in her... <kgwait>but this is a lot even for me.,Çok kan akacağını biliyordum... <kgwait>ama bu benim için bile çok fazla.
Did you even do anything?,Sen bir şey yaptın mı ki?
Okay!<kgwait> This will make a fine war room!<kgwait> We gotta come up with a plan to take down our enemy!,Tamam!<kgwait> Burası harika bir savaş odası olacak!<kgwait> Düşmanımızı alt etmek için bir plan yapmalıyız!
Ummm... <kgwait>yeah. About that.<kgwait> I was thinking and-,Ummm... <kgwait>Evet. Bunun hakkında.<kgwait> Düşünüyordum ve-
Don't tell me you're getting cold feet!,Bana vazgeçtiğini söyleme!
"Well actually, the bell is about to ring, and the exit is right there, and you're kinda old, and I stole the key out of your pocket, so I'm pretty sure I can get out of here before you could catch me.",Aslında zil çalmak üzere ve çıkış hemen şurada. Ayrıca sen biraz yaşlısın ve ben cebinden anahtarı çaldım. Bu yüzden beni yakalamadan önce buradan çıkabileceğimden oldukça eminim.
I see-<kgwait=1>,Anlıyorum-<kgwait=1>
<size=100>BYE!!</size>,<size=100>BYE!!</size>
I probably shoulda seen that coming...,Bunu tahmin etmeliydim sanırım...
Stupid purple-haired punk. Going AWOL right before battle...,Aptal mor saçlı serseri. Savaştan hemen önce firar ediyor...
(Let him grumble to himself.),(Kendi kendine homurdanmasına izin ver.)
Where did he go?,Nereye gitti?
He just ran out!<kgwait> Stole the key to the front door and said I couldn't catch him!,Sadece dışarı koştu!<kgwait> Ön kapının anahtarını çaldı ve onu yakalayamayacağımı söyledi!
He was right.,Haklıymış.
That doesn't mean it wasn't rude.,"Haklı olması, kaba olmadığı anlamına gelmiyor."
Okay then.,Peki o zaman.
Wanna be in Wizard of Oz?,Oz Büyücüsü'nde oynamak ister misin?
"I would, but it reminds me too much of the war.",Yapardım ama bana savaşı hatırlatıyor.
How?,Nasıl?
I don't even wanna know.,Bilmek bile istemiyorum.
"Well between the lollipop people and the lions, it's more like that whole story is based off my life!","Lolipop adamlar ve aslanları düşünürsek, sanki bütün bu hikaye benim hayatımdan esinlenmiş gibi!"
So that's a 'no'?,Yani bu bir 'hayır' mı?
Bingo.,Bildin.
I'm gonna go then.,Ben gideyim o zaman.
Me too.,Ben de.
"What?!<kgwait> Of course I did!<kgwait> I dropped a bag down a pit, tried to clean up some goo in the mess hall, and most importantly, I FOUGHT A GATOR!","Ne?!<kgwait> Elbette yaptım!<kgwait> Bir poşeti çukura attım, yemekhanedeki balçığı temizlemeye çalıştım ve en önemlisi, BİR TİMSAHLA DÖVÜŞTÜM!"
Point taken.,Anlaşıldı.
I got him.,Onu aldım.
Then what are you standing around here for?!<kgwait> Go get my arm back!,O zaman burada ne duruyorsun?!<kgwait> Git kolumu geri al!
Oh yeah.,Ah evet.
Go feed that overgrown lizard the fish you just abducted so I can get my arm back!,Az önce kaçırdığın balığı o iri kertenkeleye yedir de kolumu geri alabileyim!
Right.,Doğru.
It's an air vent. It's screwed on tight.,Bu bir havalandırma kapağı. Sıkıca vidalanmış.
(Open the vent.),(Havalandırmayı aç.)
(Don't touch the vent.),(Havalandırmaya dokunma.)
"The vent is open, but it doesn't seem to lead anywhere right now.",Havalandırma açık ama şimdilik bir yere çıkmıyor gibi görünüyor.
Bummer.,Tüh.
The vent is open. I should go meet Carla back in the library.,Havalandırma açık. Carla ile kütüphanede buluşmaya gitmeliyim.
Good idea.,İyi fikir.
(Open the vent.),(Havalandırmayı aç.)
"Buzz off, kid. I'm busy.","Kaybol, çocuk. Meşgulüm."
"Gimme a darn minute, kid. Gotta get this bag to the pit.",Bana biraz zaman ver çocuk. Şu poşeti çukura atmam gerek.
Have fun with that.,Sana iyi eğlenceler.
"Now that that's over with,<kgwait> what's the word on that key?","Şimdi bu iş bittiğine göre,<kgwait> anahtar işi ne oldu?"
Still working on that.,Üzerinde çalışıyorum.
He said do janitor maneuver #17.,17 numaralı temizlikçi manevrasını yapmanı söyledi.
He said do janitor maneuver #71.,71 numaralı temizlikçi manevrasını yapmanı söyledi.
He said do janitor maneuver #7.,7 numaralı temizlikçi manevrasını yapmanı söyledi.
"Oooooh!<kgwait> Yeah, that makes sense.","Haaaa!<kgwait> Evet, bu mantıklı.."
It does?,Öyle mi?
Stupid kid.<kgwait> Haven't you learned anything at bring your kid to work day?,Aptal çocuk.<kgwait> Çocuğunu işe getirme gününde hiçbir şey öğrenmedin mi?
You haven't taught me anything.,Bana hiçbir şey öğretmedin ki.
"Okay, fine. Here's maneuver #17.","Tamam, tamam. İşte manevra #17."
"Hehehe!<kgwait> Been awhile since I've used #17.<kgwait> Good work, kid.","Hehehe!<kgwait> #17'yi kullanmayalı epey oldu.<kgwait> Güzel çalışma, çocuk."
Can I go back to class now?,Şimdi sınıfa geri dönebilir miyim?
Nope!<kgwait=1>,Hayır!<kgwait=1>
Darn.,Tüh.
"When you were talking to the little Linda lover earlier, did he mention anything she likes to eat?","Şu küçük Linda aşığıyla konuşurken, sana yemeyi sevdiği bir şeylerden bahsetti mi?"
Besides your arm?,Kolun dışında mı?
He mentioned a rabbit.,Bir tavşandan bahsetmişti.
Yes. Besides my arm.,Evet. Kolum dışında.
"Oh, that's perfect! Looks like we gotta catch a rabbit! I left the front door open for ya. Go find some rabbit food or something and I'll find you at lunch.","Ah, bu mükemmel! Bir tavşan yakalamamız gerekecek gibi görünüyor! Senin için ön kapıyı açık bıraktım. Git biraz tavşan yemeği falan bir şeyler bul. Ben de seni öğle yemeğinde bulacağım."
Can't wait.,Sabırsızlanıyorum.
(Buzz off.),(Kaybol.)
Whatcha doooooing?,Ne yapıyorsun?
"My job! Cleaning up after you brats, mopping up blood, moving bodies! Janitor things!",İşimi! Siz veletlerin arkasını temizliyorum. Kanları siliyorum. Cesetleri taşıyorum! Temizlikçi işleri yani.
What's in the bag?,Poşette ne var?
Have fun with that.,Sana iyi eğlenceler.
Why don't you put on a little detective hat and figure that out yourself?,Neden dedektif şapkanı takıp bunu kendin öğrenmiyorsun?
There!<kgwait> Finally!<kgwait> Now to drop the stupid thing.,İşte!<kgwait> Sonunda!<kgwait> Şimdi şu aptal şeyi fırlatma zamanı.
"Okay, just gotta enter the little code Regis gave me. Beep boop boop bop boop boop beep.","Tamam, Regis'in bana verdiği küçük kodu girmem gerekiyor. Bip, bup, bip, bup, bup, bip."
"#7?<kgwait> Well okay. Don't see how that's gonna help, but I'll give it a go.",7 numara mı?<kgwait> Tamam. Bunun ne işimize yarayacağını bilmiyorum ama deneyeceğim.
#71?<kgwait> If you insist...,71 numara mı?<kgwait> Eğer ısrar ediyorsan...
Better hurry up!<kgwait> Clock's tickin'!,Acele etsen iyi olur!<kgwait> Zaman geçiyor!
(Hurry up.),(Acele et.)
Here goes #71! Look out below!,İşte #71! Aşağıya dikkat et!
Executing janitorial maneuver #7! HYAH!,7 numaralı temizlikçi manevrasını gerçekleştiriyorum! HİYYYAH!
I got the key. Now you go get us some rabbit food!,Anahtarı aldım. Şimdi sen gidip bize tavşan yemi getir!
Oh yeah.,Ah evet.
Turns out being a janitor is hard work when I don't have a mop... <kgwait>or an arm.,"Bir paspasım veya... <kgwait> bir kolum olmadığında, temizlikçilik epey zormuş."
I bet it is.,Eminim öyledir.
I don't think I will.,Sanmıyorum.
Smart kid. Now skedaddle.,Akıllı çocuk. Şimdi kaybol.
(Skedaddle.),(Kaybol.)
It's a body!,Bu bir ceset!
"*Psh*<kgwait> That's a little cliche at this point, don't ya think?",*Psh*<kgwait> Bulunduğumuz noktada bu biraz klişe değil mi sence de?
True.,Doğrudur.
Now skeddaddle.,Şimdi kaybol.
It's a puppy!,Bu bir köpek yavrusu!
Hehehe.<kgwait> I'm still getting flack from the mom of that wretched little Cindy girl for what happened to the last puppy.,Hehehe.<kgwait> O zavallı küçük Cindy kızının köpeğinin başına gelenler yüzünden annesinden hala laf işitiyorum.
So it's not a puppy?,Yani bir köpek yavrusu değil mi bu?
No.<kgwait> It's not a puppy. Now skedaddle.,Hayır.<kgwait> Köpek yavrusu değil. Şimdi kaybol.
I give up. What is it?,Pes ediyorum. Nedir o?
Heck if I know!<kgwait> I'm not paid to look through garbage. I'm paid to dispose of it.<kgwait> Now skedaddle!,Biliyorsam ne olayım!<kgwait> Çöpleri karıştırmak için para almıyorum. Çöpleri atmak için para alıyorum.<kgwait> Şimdi kaybol!
There's a plunger on this rock.,Bu kayanın üstünde bir tuvalet pompası var.
Dibs!,Benimdir!
Let's just not.,Hadi yapmayalım.
It's a rock.,Bu bir kaya.
It is.,Evet öyle.
Go away! I'm in here!,Git buradan! Dolu!
(Go away.),(Oradan git.)
It's a toilet!,Bu bir tuvalet!
Yes it is.,Evet öyle.
It's a toilet! Carla is on top trying to pull that vent open.,Bu bir tuvalet! Carla üstteki havalandırmayı açmaya çalışıyor.
(Help her out.),(Ona yardım et.)
I'm not gonna bother.,Umurumda değil.
It's a toilet. Carla opened the vent above it earlier today.,Bu bir tuvalet. Carla bugün erken saatlerde üstündeki havalandırmayı açtı.
(Climb into the vent.),(Havalandırmaya gir.)
"Carla opened this vent earlier today, but it doesn't lead anywhere.",Carla bugün erken saatlerde bu havalandırmayı açtı ama hiçbir yere çıkmıyor gibi görünüyor.
Oh.,Ah.
It's a toilet. The vent above it is open.,Bu bir tuvalet. Üstündeki havalandırma açık.
I'll just stay here.,Burada kalacağım.
Flush Guppy!,Guppy'nin üstüne sifon çek!
"That's a little messed up and besides,<kgwait> there's already another fish in here!","Bu biraz canice ve ayrıca,<kgwait> burada başka bir balık daha var!"
It's a Petty Piranha!,O bir Petty Piranha!
It's a toilet!,Bu bir tuvalet!
It's a Petty Piranha!,O bir Petty Piranha!
Poor Alice. Poor Timmy. Poor me. Mostly poor me. Poor... <kgwait>poor... <kgwait>pour... POUR!<kgwait> I could use a drink!,Zavallı Alice. Zavallı Timmy. Zavallı ben. Çoğunlukla zavallı ben. Zavallı... <kgwait>zavallı... <kgwait>dök... DÖK!<kgwait> Bir içki iyi giderdi!
Got a key to the closet?,Temizlikçi odasının anahtarı sende mi?
(Let him ramble to himself.),(Kendi kendine konuşmasına izin ver.)
"Oh!<kgwait> Yes, I do. Are you the new janitor?",Ah!<kgwait> Evet bende. Sen yeni temizlikçi misin?
I'm five.,Ben beş yaşındayım.
No.,Hayır.
Yes.,Evet.
"Oh, excellent.<kgwait> Here you are. Good luck cleaning up all the goo and watch out for monsters.","Oh, harika.<kgwait> İşte al. Tüm bu balçıkları temizlemede iyi şanslar ve canavarlara dikkat et."
Thanks.,Teşekkürler.
You're just giving this to me?,Bunu öylece bana mı vereceksin.
You said you're the new janitor.<kgwait> That's the key.,Yeni temizlikçi olduğunu söyledin.<kgwait> O da anahtar.
Am I qualified?,Nitelikli miyim?
More than I am!<kgwait> I'm just gonna sit here and continue to have my little breakdown.,Benden daha fazla niteliklisin!<kgwait> Ben sadece burada oturup küçük sinir krizimi yaşamaya devam edeceğim.
Carry on.,Devam et.
Are you sure?<kgwait> You look like a janitor.,Emin misin?<kgwait> Temizlikçiye benziyorsun.
"My goodness they keep hiring younger and younger. Well either way, it's not my place to say.","Aman Tanrım, giderek daha genç yaşta işe almaya başladılar. Her iki durumda da, bir şey söylemek bana düşmez."
I'm sure.,Eminim.
Oh... <kgwait>Do you know where the janitor is?,Ah... <kgwait>Temizlikçinin nerede olduğunu biliyor musun?
He's banging on the door.,Kapıyı çalıyor.
"Ah, I see!<kgwait> Well, here.<kgwait> Take this and see that he gets it.","Ha, anladım!<kgwait> Peki, al bakalım.<kgwait> Bunu al ve ona ulaştır."
Please make sure that key gets put to good use. I'm gonna stay here and think about what a terrible person I am.,Lütfen anahtarın iyi bir şekilde kullanıldığından emin ol. Ben burada kalıp ne kadar kötü bir insan olduğumu düşüneceğim.
You do that.,Sen bunu yap.
I'm still not the janitor.,Ben hala temizlikçi değilim.
Good.<kgwait> She's gone.<kgwait> I'M ALL ALONE NOW.,Güzel.<kgwait> O gitti.<kgwait> ARTIK YALNIZIM.
I'm still here.,Ben hala buradayım.
*Hic*<kgwait> Of course!<kgwait> AND NOW YOU'RE LEAVING AND NOW YOU'RE GONE AND I'M ALL ALONE NOW SO I CAN RAMBLE TO MYSELF.,*Hıçkırık*<kgwait> Elbette!<kgwait> VE ŞİMDİ GİDİYORSUN VE ŞİMDİ GİTTİN VE BEN ŞİMDİ YALNIZ KALDIM VE BU YÜZDEN KENDİ KENDİME KONUŞABİLİRİM.
I'm still here.,Ben hala buradayım.
Boy it sure is a shame about Alice. I wish I could STOP HER FROM GETTING DROPPED INTO THE PIT IN THE PRINCIPAL'S OFFICE.,"Aman Tanrım, Alice'e gerçekten çok yazık. Keşke onun MÜDÜRÜN OFİSİNDEKİ ÇUKURA DÜŞMESİNİ ENGELLEYEBİLSEYDİM."
(Blink.),(Gözünü kırp.)
"Even when he's sleeping, he still holds the fetal position.",Uyurken bile hala cenin pozisyonunda duruyor.
(Let him sleep.),(Uyumasına izin ver.)
Good thing I have the key to the closet where the wires to the trap door are!<kgwait> There's no way anyone can CUT THE BLUE WIRE before the bell rings.,"İyi ki, tuzak kapısının kablolarının olduğu dolabın anahtarı bende!<kgwait> Zil çalmadan önce hiç kimse MAVİ KABLOYU KESEMEZ."
(Nod.),(Başını salla.)
"I'm also not saying that if the pit doesn't open, Regis will use his secret weapon! Good thing the teachers are given these remotes to make sure we're safe from it!","Ayrıca çukur açılmazsa Regis'in gizli silahını kullanacağını da söylemiyorum! İyi ki öğretmenlere bu uzaktan kumandalar verilmiş, böylece güvende olduğumuzdan emin oluyoruz!"
...,...
"Oh, I didn't see you there. Bye bye. Have a good lunch.<kgwait> NOW I'M ALL ALONE.","Ah, seni orada görmedim. Hoşça kal. Afiyet olsun.<kgwait> ARTIK YALNIZIM."
I don't get it.,Anlamıyorum.
Don't you get it?! They're listening! I'm trying to help you save-,Anlamıyor musun?! Dinliyorlar! Seni kurtarmaya çalışıyorum-
(Blink twice.),(İki kez göz kırp.)
YES! ALICE WILL GO TO THE OFFICE WHEN SHE'S CALLED. IT WOULD MAKE ME LOOK SUSPICIOUS AND PUT ME IN DANGER IF SHE DIDN'T.,EVET! ALICE ÇAĞRILDIĞINDA OFİSE GİDECEK. GİTMEZSE BENİ ŞÜPHELİ GÖRÜRLER VE TEHLİKEYE GİREBİLİRİM.
(Thumbs up.),(Onayla.)
Uh oh. I think I drank too much for real. I'm gonna pass out now.,Uh oh. Sanırım gerçekten çok fazla içtim. Şimdi bayılacağım.
(Let him pass out.),(Bırak bayılsın.)
"It only has one charge left on it, so I should only use it if someone is literally about to die!","Sadece bir şarjı kalmış, bu yüzden onu yalnızca birisi gerçekten ölmek üzereyse kullanmalıyım!"
(Keep nodding.),(Başını sallamaya devam et.)
"Stay back, you monstrous children!<kgwait> Back I say!<kgwait> Leave me alone!","Geri çekilin, canavar çocuklar!<kgwait> Geri çekilin diyorum!<kgwait> Beni rahat bırakın!"
Here.,İşte al.
(Move back.),(Geri çekil.)
FLASKY!!<kgwait> No!<kgwait> I got rid of you after what happened to poor Alice! We can't be together anymore!,MATARACIĞIM!!<kgwait> Hayır!<kgwait> Alice'in başına gelenlerden sonra senden kurtulmuştum! Artık birlikte olamayız!
What's that?<kgwait> No. It was nothing you did. It was my fault.<kgwait> Oh?<kgwait> I suppose we could for old time's sake.,Ne?<kgwait> Hayır. Senin yaptığın bir şey değildi. Benim hatamdı.<kgwait> Ah?<kgwait> Sanırım eski zamanların hatırına yapabiliriz.
Nothing like a good room temperature drink that's been sitting in the garbage all day to remind me of what kind of a person I am.,Bana nasıl bir insan olduğumu hatırlatmak için bütün gün çöpte beklemiş oda sıcaklığındaki bir içkiden daha iyisi olamaz.
Don't be so hard on yourself. You're easily one of the top three best adults I've dealt with this week.,Kendine karşı bu kadar sert olma. Bu hafta uğraştığım en iyi üç yetişkinden birisin.
That does make me feel a little better.,Bu beni biraz daha iyi hissettiriyor.
Do you still fear Nugget?,Hala Nugget'tan korkuyor musun?
Not so much. The booze is mellowing me out.<kgwait> I'm more disturbed than scared right now.,Çok değil. İçki beni yumuşatıyor.<kgwait> Şu anda korkmaktan daha çok rahatsızım.
"That's a pretty natural reaction to being around Nugget.<kgwait> I think it's working.<kgwait> Before we continue, this room isn't bugged or anything, is it?","Nugget'ın etrafında bulunmaya oldukça doğal bir tepki bu.<kgwait> Sanırım işe yarıyor.<kgwait> Devam etmeden önce, bu odada herhangi bir dinleme cihazı yok, öyle değil mi?"
"Oh, right.<kgwait> Dr. Danner and I went to college together.<kgwait> We discovered a gene that only expresses itself in five year old kids. After that, the gene stops being detectable.","Ah, doğru.<kgwait> Dr. Danner ve ben üniversiteye birlikte gittik.<kgwait> Sadece beş yaşındaki çocuklarda kendini gösteren bir gen keşfettik. Yaş geçtikten sonra gen tespit edilemez hale geliyor."
Uh-huh. And what does this gene do?,Hı-hı. Peki bu gen ne işe yarıyor?
"When kids are exposed to goo, the mutation process starts. It's sped up rapidly by physical trauma.",Çocuklar balçığa maruz kaldığında mutasyon süreci başlıyor. Fiziksel travma ile de hızlandırılabiliyor.
"Right, but we saw an adult mutate yesterday.<kgwait> What's that about?",Evet ama dün bir yetişkinin de mutasyon geçirdiğini gördük.<kgwait> Bu ne anlama geliyor?
The amount of goo to mutate an adult must have been astronomical!,Bir yetişkini mutasyona uğratmak için gereken balçık astronomik miktarlarda olmalı.
There was a whole pool of it.,Bir havuz dolusu balçık vardı.
"I guess that would do it, but the results must have been truly unstable!",Sanırım ondan dolayı olabilir. Ama sonuçları dengesiz olmuş olmalı!
You could say that.,Öyle de denebilir.
Nugget drilled a hole through its head.,Nugget onun kafasına bir delik açtı.
"And afterward, all the kids were cured!<kgwait> How does that work?",Ve sonrasında bütün çocuklar iyileşti!<kgwait> Bu nasıl oluyor?
"The only way I know of curing kids is a proprietary chemical made by Applesoft. The further along the mutation, the more cure is needed. ","Çocukları iyileştirmenin bildiğim tek yolu Applesoft tarafından üretilen tescilli bir kimyasaldır. Mutasyon ne kadar ilerlerse, o kadar fazla ilaca ihtiyaç duyulur."
Nugget would like a cure. Nugget cannot dig a Nugget Cave of Love without both arms.,Nugget bir tedavi istiyor. Nugget iki kolu da olmadan bir Nugget Aşk Mağarası kazamaz.
The nurse should have one more dose of the cure. It should be enough to fix you.,Hemşirenin bir doz daha ilacı alması lazım. Seni iyileştirmeye yeter sanırım.
What about Kevin?<kgwait> Can he be saved?,Peki ya Kevin?<kgwait> Kurtarılabilir mi?
Dr. Danner?,Dr. Danner mı?
The big headed science man from yesterday!,Dünkü büyük kafalı bilim adamı!
"I don't know.<kgwait> It's been a few days since they took him.<kgwait> If he's a crazy looking mutant now, you'll need a hefty dose of the cure to fix him.","Bilmiyorum.<kgwait> Onu aldıkları birkaç gün oldu.<kgwait> Eğer şu an çılgın görünümlü bir mutantsa, onu düzeltmek için ilacın yüklü bir dozuna ihtiyacınız olur."
Thanks for the info. We'll be on our way now.,Bilgi için teşekkürler. Şimdi yola koyulalım.
Yeah. *hic* I'll be on my way too!<kgwait> To dream land.<kgwait> Nothing like passing out after a good drink.,Evet. *hıçkırık* Ben de yola çıkıyorum!<kgwait> Rüyalar ülkesine.<kgwait> İyi bir içkiden sonra bayılmak gibisi yoktur.
Good night.,İyi geceler.
